student_id,theta,alpha,phi,s,g,tau,h
1979,0.839,0.21,0.193,0.018,0.102,0.818,0.736
1980,0.8,0.089,0.318,0.112,0.0,1.664,0.252
1981,0.718,0.147,0.106,0.088,0.049,1.996,0.423
1982,0.449,0.596,0.016,0.024,0.101,1.468,0.911
1983,0.946,0.37,0.253,0.186,0.101,0.626,0.545
1984,0.322,0.227,0.199,0.172,0.194,1.688,0.917
1985,0.641,0.377,0.112,0.131,0.143,1.785,0.609
1986,0.447,0.287,0.237,0.043,0.162,1.464,0.291
1987,0.56,0.405,0.062,0.195,0.142,1.861,0.267
1988,0.605,0.086,0.224,0.092,0.15,1.62,0.203
1989,0.774,0.122,0.172,0.012,0.099,0.887,0.105
1990,0.358,0.375,0.265,0.037,0.004,1.735,0.755
1991,0.901,0.096,0.105,0.155,0.112,1.399,0.454
1992,0.776,0.27,0.187,0.15,0.102,1.907,0.967
1993,0.813,0.182,0.005,0.112,0.025,1.151,0.435
1994,0.593,0.303,0.227,0.154,0.114,1.056,0.677
1995,0.431,0.157,0.016,0.16,0.053,1.609,0.135
1996,0.226,0.337,0.345,0.035,0.188,0.539,0.035
1997,0.797,0.287,0.161,0.103,0.092,1.316,0.261
1998,0.44,0.728,0.15,0.143,0.197,0.681,0.634
1999,0.649,0.32,0.318,0.131,0.128,1.954,0.052
2000,0.357,0.113,0.105,0.083,0.099,1.548,0.349
2001,0.353,0.142,0.062,0.122,0.193,0.777,0.247
2002,0.694,0.243,0.253,0.162,0.008,1.017,0.543
2003,0.765,0.102,0.357,0.036,0.115,1.855,0.102
2004,0.595,0.128,0.024,0.12,0.157,0.675,0.966
2005,0.515,0.265,0.189,0.097,0.161,0.5,0.045
2006,0.494,0.141,0.227,0.082,0.009,1.592,0.427
2007,0.425,0.224,0.037,0.0,0.088,1.112,0.882
2008,0.612,0.25,0.067,0.185,0.036,1.041,0.61
2009,0.717,0.068,0.356,0.003,0.155,1.788,0.121
2010,0.623,0.338,0.194,0.146,0.1,0.993,0.388
2011,0.727,0.346,0.243,0.119,0.082,0.674,0.373
2012,0.836,0.177,0.173,0.03,0.05,1.939,0.199
2013,0.466,0.354,0.076,0.109,0.115,0.717,0.446
2014,0.516,0.605,0.174,0.16,0.08,1.809,0.803
2015,0.732,0.123,0.276,0.072,0.051,1.539,0.581
2016,0.624,0.553,0.372,0.168,0.066,1.812,0.09
2017,0.686,0.33,0.212,0.175,0.021,1.492,0.17
2018,0.665,0.13,0.035,0.053,0.183,0.888,0.646
2019,0.63,0.354,0.281,0.064,0.005,0.969,0.13
2020,0.711,0.421,0.206,0.011,0.112,1.833,0.73
2021,0.663,0.099,0.178,0.146,0.105,1.303,0.244
2022,0.435,0.274,0.124,0.199,0.116,0.512,0.611
2023,0.329,0.369,0.494,0.027,0.036,0.848,0.058
2024,0.301,0.431,0.206,0.13,0.044,0.799,0.918
2025,0.762,0.342,0.151,0.114,0.162,1.522,0.481
2026,0.312,0.201,0.144,0.092,0.108,1.26,0.162
2027,0.655,0.403,0.09,0.118,0.163,1.674,0.657
2028,0.613,0.251,0.116,0.146,0.138,1.122,0.898
2029,0.919,0.273,0.385,0.052,0.052,1.263,0.102
2030,0.845,0.091,0.398,0.187,0.085,1.22,0.851
2031,0.515,0.188,0.256,0.156,0.143,0.77,0.681
2032,0.609,0.227,0.186,0.156,0.088,1.885,0.717
2033,0.792,0.012,0.179,0.198,0.131,0.559,0.037
2034,0.867,0.307,0.047,0.006,0.155,0.666,0.034
2035,0.724,0.401,0.055,0.041,0.142,0.942,0.858
2036,0.806,0.275,0.212,0.014,0.132,1.728,0.254
2037,0.625,0.353,0.318,0.112,0.139,1.719,0.322
2038,0.523,0.175,0.148,0.138,0.017,1.248,0.942
2039,0.458,0.354,0.091,0.004,0.055,0.522,0.73
2040,0.307,0.385,0.12,0.023,0.094,0.606,0.116
2041,0.701,0.294,0.141,0.155,0.021,1.865,0.486
2042,0.6,0.061,0.172,0.066,0.033,1.06,0.221
2043,0.854,0.416,0.072,0.187,0.067,1.51,0.128
2044,0.636,0.275,0.433,0.099,0.024,1.637,0.01
2045,0.729,0.142,0.188,0.081,0.14,1.454,0.782
2046,0.751,0.262,0.172,0.001,0.103,0.626,0.481
2047,0.619,0.192,0.359,0.162,0.122,0.715,0.87
2048,0.442,0.275,0.236,0.03,0.093,1.084,0.838
2049,0.62,0.645,0.149,0.059,0.115,1.618,0.694
2050,0.933,0.242,0.4,0.111,0.114,1.541,0.909
2051,0.876,0.285,0.247,0.186,0.067,0.984,0.427
2052,0.509,0.461,0.155,0.152,0.192,1.508,0.164
2053,0.403,0.524,0.105,0.127,0.095,1.138,0.318
2054,0.844,0.235,0.172,0.164,0.177,1.001,0.331
2055,0.49,0.736,0.349,0.158,0.171,1.216,0.381
2056,0.654,0.206,0.243,0.11,0.158,1.713,0.442
2057,0.489,0.18,0.169,0.173,0.007,0.966,0.903
2058,0.803,0.125,0.222,0.003,0.168,0.652,0.286
2059,0.788,0.2,0.134,0.176,0.035,0.619,0.171
2060,0.736,0.349,0.428,0.183,0.115,0.766,0.013
2061,0.407,0.232,0.338,0.086,0.123,0.724,0.63
2062,0.573,0.076,0.284,0.15,0.03,0.875,0.618
2063,0.654,0.073,0.167,0.115,0.019,0.933,0.575
2064,0.935,0.315,0.17,0.106,0.028,1.841,0.413
2065,0.209,0.109,0.13,0.199,0.12,1.57,0.042
2066,0.679,0.257,0.178,0.101,0.152,0.865,0.638
2067,0.489,0.278,0.039,0.194,0.184,1.737,0.959
2068,0.448,0.371,0.192,0.08,0.051,1.227,0.452
2069,0.672,0.189,0.231,0.151,0.154,0.534,0.554
2070,0.676,0.268,0.21,0.088,0.074,1.524,0.673
2071,0.486,0.379,0.436,0.084,0.136,1.646,0.523
2072,0.793,0.256,0.125,0.185,0.015,1.33,0.143
2073,0.477,0.163,0.155,0.005,0.06,1.267,0.616
2074,0.807,0.139,0.304,0.064,0.114,1.116,0.656
2075,0.389,0.183,0.357,0.055,0.14,0.83,0.781
2076,0.647,0.555,0.245,0.153,0.189,1.738,0.782
2077,0.487,0.182,0.32,0.159,0.2,1.469,0.013
2078,0.609,0.53,0.095,0.066,0.149,1.477,0.195
2079,0.784,0.053,0.02,0.156,0.082,0.762,0.6
2080,0.594,0.544,0.008,0.095,0.022,0.531,0.444
2081,0.534,0.644,0.148,0.016,0.078,1.45,0.705
2082,0.861,0.559,0.506,0.174,0.031,0.556,0.52
2083,0.511,0.308,0.137,0.135,0.042,1.778,0.384
2084,0.653,0.503,0.245,0.102,0.004,1.701,0.652
2085,0.741,0.35,0.082,0.093,0.01,1.711,0.619
2086,0.777,0.624,0.12,0.115,0.052,1.755,0.494
2087,0.453,0.455,0.016,0.01,0.091,0.958,0.334
2088,0.526,0.201,0.292,0.07,0.043,1.174,0.632
2089,0.222,0.211,0.078,0.094,0.154,1.738,0.876
2090,0.728,0.036,0.253,0.192,0.153,0.916,0.841
2091,0.703,0.227,0.216,0.105,0.001,1.582,0.481
2092,0.611,0.266,0.091,0.014,0.104,0.538,0.378
2093,0.437,0.355,0.209,0.195,0.027,1.601,0.872
2094,0.76,0.522,0.102,0.07,0.131,1.321,0.297
2095,0.708,0.158,0.203,0.178,0.014,1.77,0.663
2096,0.533,0.375,0.142,0.057,0.051,1.719,0.146
2097,0.499,0.392,0.222,0.084,0.113,1.03,0.586
2098,0.728,0.136,0.316,0.147,0.038,1.393,0.842
2099,0.352,0.182,0.178,0.15,0.177,1.965,0.028
2100,0.893,0.142,0.119,0.032,0.081,1.886,0.978
2101,0.676,0.429,0.091,0.149,0.097,0.856,0.838
2102,0.4,0.301,0.052,0.034,0.162,1.184,0.301
2103,0.695,0.185,0.255,0.061,0.037,1.165,0.423
2104,0.72,0.411,0.442,0.067,0.07,1.813,0.114
2105,0.409,0.076,0.112,0.133,0.115,1.668,0.948
2106,0.408,0.412,0.119,0.168,0.149,0.653,0.268
2107,0.639,0.526,0.138,0.01,0.187,1.098,0.918
2108,0.6,0.456,0.187,0.081,0.2,1.864,0.554
2109,0.454,0.341,0.089,0.002,0.116,1.871,0.192
2110,0.833,0.331,0.359,0.094,0.111,1.348,0.821
2111,0.924,0.371,0.028,0.159,0.018,1.182,0.04
2112,0.875,0.304,0.419,0.15,0.142,1.077,0.093
2113,0.788,0.581,0.303,0.094,0.04,0.729,0.001
2114,0.636,0.151,0.148,0.131,0.058,1.746,0.677
2115,0.9,0.36,0.135,0.056,0.112,1.734,0.857
2116,0.462,0.576,0.106,0.052,0.057,1.035,0.634
2117,0.76,0.146,0.183,0.14,0.17,1.986,0.608
2118,0.502,0.151,0.077,0.031,0.138,1.406,0.703
2119,0.79,0.216,0.218,0.045,0.058,1.693,0.979
2120,0.81,0.222,0.261,0.113,0.173,1.328,0.467
2121,0.773,0.136,0.085,0.054,0.011,0.831,0.222
2122,0.757,0.592,0.074,0.044,0.109,1.504,0.881
2123,0.744,0.314,0.179,0.151,0.105,1.409,0.315
2124,0.781,0.221,0.092,0.105,0.044,1.448,0.459
2125,0.884,0.407,0.139,0.054,0.083,1.191,0.053
2126,0.766,0.386,0.22,0.146,0.193,1.18,0.498
2127,0.661,0.268,0.059,0.064,0.051,0.764,0.278
2128,0.792,0.381,0.282,0.181,0.08,0.954,0.68
2129,0.653,0.243,0.183,0.143,0.001,1.504,0.792
2130,0.511,0.555,0.258,0.01,0.197,1.125,0.107
2131,0.879,0.055,0.298,0.134,0.106,1.334,0.447
2132,0.503,0.362,0.203,0.075,0.045,0.968,0.634
2133,0.568,0.462,0.454,0.183,0.11,1.451,0.149
2134,0.6,0.041,0.244,0.154,0.025,1.881,0.905
2135,0.732,0.323,0.103,0.183,0.066,1.486,0.193
2136,0.699,0.194,0.082,0.147,0.01,0.605,0.264
2137,0.641,0.696,0.057,0.071,0.056,0.926,0.743
2138,0.854,0.139,0.051,0.037,0.192,1.263,0.895
2139,0.764,0.829,0.186,0.044,0.175,1.421,0.795
2140,0.771,0.045,0.101,0.165,0.034,1.061,0.256
2141,0.711,0.292,0.178,0.081,0.003,1.338,0.977
2142,0.5,0.445,0.329,0.003,0.036,1.955,0.489
2143,0.732,0.593,0.21,0.111,0.184,0.885,0.152
2144,0.741,0.349,0.105,0.079,0.181,1.982,0.154
2145,0.491,0.225,0.121,0.125,0.126,1.635,0.779
2146,0.58,0.19,0.248,0.068,0.126,1.335,0.503
2147,0.493,0.189,0.382,0.101,0.07,1.228,0.247
2148,0.646,0.376,0.141,0.022,0.023,1.584,0.46
2149,0.684,0.381,0.099,0.0,0.009,0.862,0.17
2150,0.554,0.35,0.195,0.196,0.164,1.222,0.074
2151,0.595,0.062,0.118,0.064,0.173,0.581,0.573
2152,0.729,0.263,0.324,0.088,0.052,1.078,0.711
2153,0.89,0.234,0.142,0.032,0.035,1.538,0.853
2154,0.809,0.779,0.106,0.056,0.005,1.058,0.1
2155,0.843,0.172,0.296,0.039,0.19,1.976,0.877
2156,0.713,0.593,0.152,0.106,0.141,0.834,0.604
2157,0.607,0.323,0.354,0.151,0.126,1.945,0.543
2158,0.635,0.527,0.106,0.049,0.102,0.893,0.632
2159,0.617,0.417,0.2,0.148,0.044,1.432,0.67
2160,0.51,0.133,0.136,0.171,0.072,1.538,0.016
2161,0.817,0.464,0.267,0.134,0.154,0.698,0.954
2162,0.494,0.111,0.11,0.046,0.034,0.62,0.874
2163,0.726,0.152,0.012,0.15,0.163,0.894,0.015
2164,0.498,0.191,0.379,0.149,0.086,0.744,0.848
2165,0.564,0.009,0.432,0.196,0.179,1.312,0.523
2166,0.729,0.579,0.065,0.006,0.087,1.887,0.954
2167,0.696,0.253,0.5,0.177,0.187,1.023,0.459
2168,0.45,0.061,0.026,0.013,0.199,1.808,0.06
2169,0.707,0.211,0.164,0.043,0.087,0.653,0.716
2170,0.712,0.203,0.175,0.154,0.003,1.425,0.331
2171,0.925,0.064,0.211,0.107,0.165,1.462,0.681
2172,0.662,0.368,0.091,0.019,0.023,1.226,0.84
2173,0.397,0.297,0.08,0.15,0.01,0.863,0.006
2174,0.355,0.03,0.064,0.197,0.192,1.124,0.965
2175,0.572,0.231,0.044,0.006,0.015,0.974,0.023
2176,0.696,0.486,0.306,0.027,0.084,1.734,0.665
2177,0.579,0.72,0.238,0.075,0.078,1.54,0.113
2178,0.617,0.268,0.349,0.183,0.19,1.097,0.727
2179,0.758,0.206,0.37,0.121,0.117,1.716,0.464
2180,0.204,0.312,0.234,0.194,0.107,0.708,0.874
2181,0.821,0.183,0.098,0.004,0.068,1.641,0.03
2182,0.359,0.299,0.094,0.188,0.116,0.74,0.912
2183,0.445,0.144,0.06,0.19,0.181,0.652,0.723
2184,0.716,0.058,0.217,0.12,0.02,1.567,0.058
2185,0.645,0.194,0.364,0.173,0.077,1.175,0.416
2186,0.839,0.431,0.234,0.015,0.143,1.676,0.714
2187,0.788,0.093,0.487,0.045,0.105,0.705,0.889
2188,0.602,0.064,0.166,0.196,0.18,1.164,0.335
2189,0.791,0.222,0.228,0.039,0.122,0.81,0.774
2190,0.776,0.458,0.602,0.002,0.041,0.788,0.34
2191,0.897,0.083,0.172,0.152,0.119,1.009,0.329
2192,0.782,0.141,0.066,0.017,0.169,1.591,0.659
2193,0.697,0.176,0.396,0.173,0.124,0.898,0.248
2194,0.492,0.172,0.024,0.07,0.047,1.173,0.486
2195,0.69,0.233,0.283,0.107,0.097,1.436,0.429
2196,0.728,0.199,0.061,0.103,0.108,0.584,0.135
2197,0.611,0.387,0.265,0.116,0.014,1.77,0.261
2198,0.608,0.076,0.085,0.058,0.128,1.249,0.039
2199,0.571,0.245,0.045,0.052,0.125,1.662,0.456
2200,0.494,0.556,0.075,0.123,0.161,0.551,0.678
2201,0.417,0.093,0.358,0.03,0.08,1.631,0.912
2202,0.683,0.265,0.347,0.046,0.046,1.296,0.173
2203,0.627,0.182,0.293,0.047,0.07,0.595,0.724
2204,0.497,0.174,0.285,0.054,0.168,1.326,0.246
2205,0.856,0.355,0.146,0.129,0.016,0.855,0.186
2206,0.697,0.243,0.034,0.151,0.159,1.376,0.944
2207,0.672,0.191,0.274,0.193,0.047,1.863,0.076
2208,0.842,0.161,0.343,0.145,0.138,0.781,0.493
2209,0.52,0.101,0.248,0.193,0.035,1.555,0.767
2210,0.67,0.307,0.162,0.142,0.127,1.26,0.475
2211,0.716,0.064,0.222,0.152,0.178,0.599,0.004
2212,0.352,0.543,0.269,0.013,0.068,0.59,0.561
2213,0.334,0.751,0.051,0.193,0.08,1.891,0.392
2214,0.679,0.387,0.078,0.151,0.066,1.882,0.104
2215,0.651,0.501,0.333,0.153,0.109,1.488,0.577
2216,0.765,0.152,0.233,0.124,0.038,1.48,0.222
2217,0.783,0.152,0.588,0.107,0.173,1.832,0.32
2218,0.57,0.49,0.082,0.126,0.023,0.554,0.312
2219,0.503,0.77,0.249,0.007,0.11,0.874,0.996
2220,0.832,0.529,0.207,0.098,0.002,1.59,0.647
2221,0.777,0.611,0.23,0.144,0.018,1.002,0.566
2222,0.747,0.116,0.284,0.063,0.193,0.54,0.36
2223,0.778,0.126,0.42,0.099,0.192,0.84,0.378
2224,0.64,0.026,0.079,0.005,0.12,1.543,0.597
2225,0.809,0.428,0.439,0.171,0.145,0.713,0.181
2226,0.443,0.09,0.058,0.111,0.193,1.049,0.606
2227,0.681,0.443,0.016,0.159,0.044,0.824,0.473
2228,0.582,0.46,0.225,0.137,0.035,1.716,0.077
2229,0.385,0.097,0.067,0.105,0.085,1.845,0.433
2230,0.671,0.278,0.041,0.035,0.114,1.423,0.582
2231,0.749,0.427,0.106,0.196,0.025,0.956,0.244
2232,0.83,0.041,0.04,0.13,0.082,1.876,0.762
2233,0.644,0.04,0.08,0.124,0.196,0.976,0.37
2234,0.765,0.178,0.191,0.1,0.18,1.742,0.553
2235,0.727,0.253,0.1,0.057,0.104,0.717,0.362
2236,0.53,0.292,0.085,0.046,0.118,0.632,0.102
2237,0.77,0.498,0.269,0.183,0.114,1.532,0.672
2238,0.614,0.387,0.122,0.133,0.062,1.116,0.069
2239,0.866,0.577,0.335,0.061,0.072,1.652,0.168
2240,0.613,0.173,0.074,0.036,0.089,0.807,0.136
2241,0.808,0.343,0.074,0.097,0.116,0.759,0.65
2242,0.659,0.339,0.108,0.142,0.156,0.917,0.093
2243,0.364,0.131,0.181,0.074,0.004,1.178,0.217
2244,0.866,0.255,0.232,0.078,0.061,0.881,0.721
2245,0.778,0.373,0.324,0.09,0.112,1.547,0.156
2246,0.709,0.483,0.233,0.15,0.07,0.68,0.42
2247,0.713,0.387,0.066,0.001,0.164,1.912,0.545
2248,0.469,0.381,0.28,0.131,0.087,1.48,0.131
2249,0.547,0.064,0.351,0.09,0.193,1.675,0.125
2250,0.811,0.262,0.069,0.108,0.022,0.937,0.629
2251,0.677,0.173,0.148,0.015,0.051,1.558,0.588
2252,0.434,0.036,0.092,0.036,0.088,1.188,0.945
2253,0.634,0.125,0.254,0.125,0.106,0.753,0.398
2254,0.64,0.26,0.119,0.01,0.188,1.274,0.815
2255,0.664,0.121,0.322,0.029,0.085,1.465,0.645
2256,0.664,0.387,0.251,0.181,0.102,1.688,0.19
2257,0.61,0.143,0.061,0.186,0.033,0.793,0.426
2258,0.677,0.3,0.056,0.079,0.059,0.849,0.496
2259,0.462,0.134,0.103,0.024,0.046,1.994,0.827
2260,0.792,0.498,0.248,0.081,0.041,0.71,0.275
2261,0.901,0.014,0.347,0.045,0.146,1.262,0.043
2262,0.689,0.233,0.159,0.117,0.007,1.101,0.743
2263,0.637,0.125,0.17,0.064,0.073,0.942,0.978
2264,0.393,0.586,0.446,0.011,0.099,0.876,0.337
2265,0.639,0.03,0.428,0.191,0.189,0.818,0.994
2266,0.575,0.382,0.114,0.072,0.062,0.919,0.173
2267,0.934,0.285,0.367,0.049,0.174,0.769,0.856
2268,0.632,0.412,0.211,0.099,0.106,0.657,0.986
2269,0.59,0.21,0.328,0.003,0.035,0.979,0.913
2270,0.887,0.148,0.193,0.0,0.193,1.672,0.116
2271,0.703,0.138,0.45,0.053,0.141,1.314,0.127
2272,0.403,0.084,0.052,0.038,0.014,1.261,0.735
2273,0.51,0.369,0.18,0.187,0.168,1.733,0.486
2274,0.513,0.226,0.154,0.2,0.158,1.416,0.245
2275,0.755,0.023,0.15,0.08,0.099,1.365,0.363
2276,0.432,0.25,0.203,0.001,0.169,0.655,0.467
2277,0.682,0.447,0.037,0.078,0.036,1.711,0.612
2278,0.499,0.266,0.14,0.126,0.06,0.662,0.916
2279,0.798,0.221,0.183,0.166,0.141,0.901,0.297
2280,0.728,0.313,0.184,0.125,0.089,1.703,0.787
2281,0.691,0.227,0.188,0.128,0.025,0.857,0.669
2282,0.234,0.444,0.169,0.116,0.068,1.347,0.671
2283,0.788,0.57,0.08,0.089,0.069,1.157,0.881
2284,0.621,0.155,0.194,0.171,0.162,0.53,0.869
2285,0.856,0.281,0.116,0.032,0.146,1.825,0.592
2286,0.502,0.066,0.265,0.195,0.068,0.841,0.462
2287,0.355,0.03,0.116,0.036,0.044,1.814,0.446
2288,0.683,0.114,0.246,0.141,0.05,0.754,0.597
2289,0.86,0.319,0.045,0.033,0.041,1.87,0.716
2290,0.463,0.08,0.081,0.153,0.022,1.884,0.022
2291,0.483,0.338,0.241,0.109,0.037,0.875,0.317
2292,0.796,0.324,0.12,0.024,0.129,1.174,0.266
2293,0.853,0.667,0.139,0.103,0.171,1.922,0.273
2294,0.477,0.328,0.081,0.143,0.019,0.835,0.87
2295,0.663,0.071,0.138,0.159,0.046,1.502,0.33
2296,0.312,0.311,0.248,0.057,0.117,1.703,0.795
2297,0.617,0.13,0.201,0.013,0.11,1.308,0.352
2298,0.697,0.079,0.306,0.086,0.044,1.366,0.993
2299,0.662,0.11,0.231,0.163,0.115,1.803,0.636
2300,0.591,0.3,0.17,0.171,0.073,1.978,0.949
2301,0.817,0.398,0.211,0.11,0.136,1.476,0.583
2302,0.526,0.194,0.151,0.189,0.097,0.681,0.965
2303,0.561,0.531,0.281,0.164,0.16,1.176,0.495
2304,0.549,0.571,0.134,0.148,0.031,1.313,0.483
2305,0.561,0.284,0.19,0.02,0.009,0.887,0.792
2306,0.492,0.478,0.374,0.074,0.183,1.668,0.41
2307,0.524,0.165,0.029,0.146,0.036,0.901,0.373
2308,0.667,0.239,0.157,0.068,0.099,1.357,0.557
2309,0.543,0.084,0.12,0.072,0.105,1.806,0.878
2310,0.766,0.45,0.259,0.138,0.125,1.277,0.816
2311,0.806,0.234,0.079,0.163,0.154,1.252,0.807
2312,0.22,0.353,0.088,0.16,0.132,1.253,0.797
2313,0.637,0.12,0.377,0.012,0.183,0.588,0.579
2314,0.622,0.218,0.096,0.086,0.068,0.993,0.771
2315,0.268,0.315,0.18,0.185,0.157,1.001,0.738
2316,0.514,0.241,0.146,0.075,0.171,1.745,0.512
2317,0.62,0.04,0.067,0.062,0.13,1.665,0.482
2318,0.522,0.47,0.288,0.1,0.096,1.215,0.455
2319,0.733,0.529,0.093,0.033,0.115,0.638,0.577
2320,0.812,0.122,0.192,0.158,0.082,0.946,0.327
2321,0.772,0.189,0.217,0.128,0.14,1.854,0.221
2322,0.231,0.357,0.403,0.126,0.07,1.793,0.101
2323,0.692,0.387,0.139,0.021,0.148,1.734,0.708
2324,0.472,0.729,0.183,0.133,0.03,0.898,0.709
2325,0.656,0.303,0.074,0.136,0.025,1.135,0.691
2326,0.543,0.409,0.163,0.172,0.12,1.655,0.124
2327,0.759,0.31,0.075,0.122,0.177,1.317,0.168
2328,0.548,0.069,0.197,0.14,0.164,1.494,0.489
2329,0.654,0.304,0.176,0.053,0.176,1.646,0.577
2330,0.546,0.101,0.322,0.091,0.199,1.833,0.986
2331,0.513,0.119,0.387,0.082,0.081,0.916,0.338
2332,0.356,0.25,0.009,0.151,0.057,0.805,0.47
2333,0.663,0.056,0.096,0.012,0.112,0.93,0.742
2334,0.687,0.229,0.22,0.199,0.191,1.611,0.942
2335,0.551,0.619,0.134,0.078,0.142,1.071,0.958
2336,0.504,0.234,0.195,0.169,0.196,1.207,0.462
2337,0.36,0.502,0.237,0.032,0.176,1.003,0.995
2338,0.829,0.121,0.337,0.148,0.038,1.689,0.123
2339,0.367,0.437,0.206,0.087,0.15,1.3,0.924
2340,0.849,0.343,0.63,0.066,0.074,1.211,0.083
2341,0.62,0.222,0.059,0.128,0.179,0.998,0.273
2342,0.771,0.295,0.088,0.012,0.167,1.55,0.658
2343,0.654,0.295,0.195,0.163,0.013,0.65,0.453
2344,0.602,0.462,0.097,0.141,0.021,0.796,0.049
2345,0.689,0.672,0.116,0.039,0.089,1.758,0.417
2346,0.725,0.232,0.566,0.108,0.083,0.868,0.348
2347,0.231,0.341,0.13,0.108,0.12,1.626,0.596
2348,0.542,0.095,0.309,0.111,0.164,0.989,0.649
2349,0.851,0.463,0.325,0.141,0.114,0.508,0.457
2350,0.724,0.468,0.394,0.156,0.086,1.244,0.453
2351,0.902,0.125,0.049,0.18,0.158,1.1,0.327
2352,0.379,0.575,0.287,0.119,0.05,0.618,0.775
2353,0.54,0.186,0.199,0.007,0.072,1.789,0.292
2354,0.768,0.433,0.117,0.117,0.031,1.651,0.71
2355,0.798,0.443,0.108,0.183,0.092,0.571,0.116
2356,0.826,0.286,0.29,0.004,0.052,1.621,0.857
2357,0.829,0.373,0.131,0.101,0.185,0.892,0.443
2358,0.453,0.37,0.26,0.05,0.059,0.675,0.566
2359,0.476,0.4,0.284,0.001,0.101,1.57,0.442
2360,0.557,0.657,0.19,0.095,0.085,1.209,0.175
2361,0.66,0.219,0.084,0.137,0.069,0.699,0.808
2362,0.617,0.141,0.133,0.173,0.016,0.918,0.359
2363,0.782,0.302,0.113,0.097,0.192,1.17,0.395
2364,0.851,0.072,0.184,0.156,0.174,0.999,0.751
2365,0.72,0.311,0.134,0.076,0.193,0.724,0.654
2366,0.622,0.059,0.123,0.091,0.162,1.903,0.893
2367,0.445,0.259,0.275,0.168,0.06,1.884,0.675
2368,0.472,0.503,0.082,0.141,0.033,1.144,0.108
2369,0.481,0.495,0.131,0.178,0.006,1.265,0.652
2370,0.65,0.424,0.183,0.023,0.001,1.973,0.586
2371,0.777,0.421,0.229,0.039,0.114,1.729,0.264
2372,0.733,0.131,0.073,0.131,0.135,1.038,0.186
2373,0.436,0.285,0.176,0.089,0.182,1.134,0.874
2374,0.756,0.445,0.052,0.014,0.168,1.626,0.719
2375,0.584,0.132,0.279,0.184,0.031,1.894,0.084
2376,0.649,0.218,0.275,0.019,0.049,0.868,0.082
2377,0.562,0.664,0.123,0.134,0.036,0.546,0.586
2378,0.521,0.386,0.196,0.054,0.19,0.751,0.951
2379,0.475,0.288,0.221,0.196,0.047,0.889,0.587
2380,0.726,0.244,0.092,0.124,0.136,1.227,0.432
2381,0.738,0.102,0.065,0.163,0.035,1.637,0.468
2382,0.509,0.058,0.138,0.05,0.143,1.074,0.432
2383,0.566,0.414,0.183,0.096,0.06,1.747,0.2
2384,0.698,0.347,0.232,0.161,0.142,1.359,0.883
2385,0.916,0.428,0.258,0.175,0.17,1.097,0.818
2386,0.753,0.288,0.172,0.018,0.072,1.787,0.104
2387,0.429,0.597,0.293,0.03,0.057,0.587,0.601
2388,0.571,0.308,0.395,0.048,0.195,1.341,0.562
2389,0.644,0.533,0.126,0.002,0.188,1.032,0.404
2390,0.804,0.071,0.194,0.071,0.051,0.523,0.526
2391,0.804,0.418,0.246,0.126,0.181,1.093,0.081
2392,0.845,0.364,0.409,0.092,0.105,1.349,0.767
2393,0.593,0.112,0.171,0.165,0.184,1.295,0.1
2394,0.617,0.201,0.102,0.089,0.052,1.166,0.601
2395,0.819,0.143,0.061,0.03,0.127,1.015,0.328
2396,0.842,0.38,0.072,0.119,0.031,1.807,0.587
2397,0.798,0.458,0.204,0.031,0.171,1.517,0.223
2398,0.771,0.093,0.201,0.11,0.047,1.964,0.484
2399,0.646,0.51,0.177,0.082,0.039,0.784,0.452
2400,0.427,0.472,0.373,0.093,0.128,1.076,0.588
2401,0.646,0.101,0.174,0.191,0.046,0.993,0.154
2402,0.228,0.287,0.213,0.134,0.138,1.112,0.846
2403,0.874,0.702,0.122,0.147,0.029,1.967,0.198
2404,0.459,0.565,0.227,0.188,0.044,1.666,0.643
2405,0.618,0.297,0.224,0.153,0.053,1.797,0.666
2406,0.662,0.251,0.066,0.034,0.068,1.252,0.15
2407,0.503,0.454,0.235,0.098,0.073,0.561,0.56
2408,0.634,0.044,0.158,0.025,0.063,1.834,0.773
2409,0.78,0.093,0.135,0.037,0.056,1.093,0.175
2410,0.468,0.264,0.278,0.029,0.053,1.744,0.961
2411,0.637,0.248,0.131,0.151,0.114,1.675,0.784
2412,0.798,0.34,0.218,0.001,0.016,1.76,0.966
2413,0.312,0.16,0.156,0.2,0.186,0.782,0.681
2414,0.314,0.166,0.051,0.115,0.055,1.602,0.645
2415,0.537,0.409,0.246,0.011,0.187,0.935,0.289
2416,0.799,0.436,0.22,0.032,0.101,1.963,0.791
2417,0.875,0.378,0.407,0.156,0.094,1.759,0.616
2418,0.671,0.442,0.085,0.01,0.018,1.992,0.226
2419,0.785,0.119,0.333,0.165,0.199,1.477,0.473
2420,0.595,0.042,0.078,0.065,0.108,1.655,0.949
2421,0.642,0.198,0.297,0.039,0.042,1.085,0.058
2422,0.772,0.539,0.208,0.043,0.121,1.247,0.543
2423,0.609,0.118,0.148,0.132,0.092,0.691,0.55
2424,0.691,0.324,0.022,0.123,0.047,1.577,0.22
2425,0.643,0.381,0.12,0.027,0.137,1.07,0.299
2426,0.723,0.096,0.122,0.139,0.085,1.091,0.167
2427,0.525,0.204,0.326,0.092,0.053,0.568,0.25
2428,0.734,0.036,0.053,0.053,0.147,0.625,0.897
